num_record,material,name,country,denomination,batch,location,issuer,serial_number,part_number,quantity
NBI0001,PAPEL,Billete,Colombia,100 PESOS,1899 OCT 29,"Folder: 001/Pos: 002 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BANCO NACIONAL,35029,1,
NBI0002,PAPEL,BILLETE,Colombia,50 PESOS,1900 FEB 15,"Folder: 001/Pos: 003 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BANCO NACIONAL,16740,1,
NBI0003,PAPEL,BILLETE,Colombia,1 PESO,1900,"Folder: 001/Pos: 004 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,281,1,
NBI0004,PAPEL,BILLETE,Colombia,5 PESOS,1900,"Folder: 001/Pos: 005 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,280,1,
NBI0005,PAPEL,BILLETE,Colombia,5 PESOS,1900,"Folder: 001/Pos: 006 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,983,1,
NBI0006,PAPEL,BILLETE,Colombia,10 PESOS,1900,"Folder: 001/Pos: 007 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,52,1,
NBI0007,PAPEL,BILLETE,Colombia,10 PESOS,1900,"Folder: 001/Pos: 008 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,165,1,
NBI0008,PAPEL,BILLETE,Colombia,10 PESOS,1900,"Folder: 001/Pos: 009 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,329,1,
NBI0009,PAPEL,BILLETE,Colombia,10 PESOS,1900,"Folder: 001/Pos: 010 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,128,1,
NBI0010,PAPEL,BILLETE,Colombia,20 PESOS,1900,"Folder: 001/Pos: 011 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,431,1,
NBI0011,PAPEL,BILLETE,Colombia,20 PESOS,1900,"Folder: 001/Pos: 012 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,330,1,
NBI0012,PAPEL,BILLETE,Colombia,50 PESOS,1900,"Folder: 001/Pos: 013 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",REYES GONZALEZ & HERMANOS,141,1,
NBI0013,PAPEL,BILLETE,Colombia,10 CENTAVOS,1900 ENE 19,"Folder: D1/Pos: 001 (Museo de Arte, Reserva Namismatica, Modulo: 11, Folder: D1)",BANCO DE ANTIOQUIA,SN,1,
NBI0014,PAPEL,BILLETE,Colombia,50 CENTAVOS,1885 ABR 1,"Folder: 001/Pos: 014 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BOTERO ARANGO E HIJOS,47487,1,
NBI0015,PAPEL,BILLETE,Colombia,1 PESO,1885 ENE 1,"Folder: 001/Pos: 015 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BOTERO ARANGO E HIJOS,15890,1,
NBI0016,PAPEL,BILLETE,Colombia,5 PESOS,1880 DIC 1,"Folder: 001/Pos: 016 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BOTERO ARANGO E HIJOS,11387,1,
NBI0017,PAPEL,BILLETE,Colombia,10 PESOS,1879 OCT 1,"Folder: 001/Pos: 017 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BOTERO ARANGO E HIJOS,2643,1,
NBI0018,PAPEL,BILLETE,Colombia,20 PESOS,1879 OCT 1,"Folder: 001/Pos: 018 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BOTERO ARANGO E HIJOS,752,1,
NBI0019,PAPEL,BILLETE,Colombia,50 PESOS,1879 OCT 1,"Folder: 001/Pos: 019 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BOTERO ARANGO E HIJOS,616,1,
NBI0020,PAPEL,BILLETE,Colombia,100 PESOS,1879 OCT 1,"Folder: 001/Pos: 020 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",BOTERO ARANGO E HIJOS,519,1,
NBI0021,PAPEL,BILLETE,Colombia,50 CENTAVOS,1883 DIC 1,"Folder: 001/Pos: 037 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",AGENCIA GENERAL DE NEGOCIOS,4031,1,
NBI0022,PAPEL,BILLETE,Colombia,50 CENTAVOS,1883 DIC 1,"Folder: 001/Pos: 038 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",AGENCIA GENERAL DE NEGOCIOS,5717,1,
NBI0023,PAPEL,BILLETE,Colombia,50 CENTAVOS,SF,"Folder: 001/Pos: 039 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",AGENCIA DE ZANCUDO,37800,1,
NBI0024,PAPEL,BILLETE,Colombia,50 CENTAVOS,SF,"Folder: 001/Pos: 040 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",AGENCIA DE ZANCUDO,15482,1,
NBI0025,PAPEL,BILLETE,Colombia,1 PESO,SF,"Folder: 001/Pos: 041 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",AGENCIA DE ZANCUDO,77688,1,
NBI0026,PAPEL,BILLETE,Colombia,50 CENTAVOS,1899 OCT 30,"Folder: 001/Pos: 042 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,33701,1,
NBI0027,PAPEL,BILLETE,Colombia,1 PESO,1899 OCT 30,"Folder: 001/Pos: 043 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS - RESELLO BANCO NACIONAL,7354,1,
NBI0028,PAPEL,BILLETE,Colombia,2 PESOS,1899 OCT 30,"Folder: 001/Pos: 044 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,14001,1,
NBI0029,PAPEL,BILLETE,Colombia,2 PESOS,1899 OCT 30,"Folder: 001/Pos: 045 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,24001,1,
NBI0030,PAPEL,BILLETE,Colombia,5 PESOS,1899 OCT 30,"Folder: 001/Pos: 046 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,30602,1,
NBI0031,PAPEL,BILLETE,Colombia,10 PESOS,1899 OCT 30,"Folder: 001/Pos: 047 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,12810,1,
NBI0032,PAPEL,BILLETE,Colombia,10 PESOS,1899 OCT 30,"Folder: 001/Pos: 048 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,9308,1,
NBI0033,PAPEL,BILLETE,Colombia,10 PESOS,1899 OCT 30,"Folder: 001/Pos: 049 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,18501,1,
NBI0034,PAPEL,BILLETE,Colombia,20 PESOS,1899 OCT 30,"Folder: 001/Pos: 050 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,5052,1,
NBI0035,PAPEL,BILLETE,Colombia,20 PESOS,1899 OCT 30,"Folder: 001/Pos: 051 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,3854,1,
NBI0036,PAPEL,BILLETE,Colombia,20 PESOS,1899 OCT 30,"Folder: 001/Pos: 052 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 001)",CAJA DE PROPIETARIOS RESELLO NAL,5017,1,
NBI0037,PAPEL,BILLETE,Colombia,20 CENTAVOS,1899 NOV 1,"Folder: 002/Pos: 001 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 002)",DEPARTAMENTO DE SANTANDER,9160,1,
NBI0038,PAPEL,BILLETE,Colombia,2½ PESOS,1923,"Folder: 016/Pos: 001 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,724159,1,
NBI0039,PAPEL,BILLETE,Colombia,1/2 PESO,1942,"Folder: 016/Pos: 002 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,57135125,1,
NBI0040,PAPEL,BILLETE,Colombia,1/2 PESO,1942,"Folder: 016/Pos: 003 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,57223850,1,
NBI0041,PAPEL,BILLETE,Colombia,1/2 PESO,1942,"Folder: 016/Pos: 004 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,57411524,1,
NBI0042,PAPEL,BILLETE,Colombia,1/2 PESO,1935 JUL 20,"Folder: 016/Pos: 005 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,3286093,1,
NBI0043,PAPEL,BILLETE,Colombia,1/2 PESO,1935 JUL 20,"Folder: 016/Pos: 006 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,1446091,1,
NBI0044,PAPEL,BILLETE,Colombia,1/2 PESO,1935 JUL 20,"Folder: 016/Pos: 007 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,1969066,1,
NBI0045,PAPEL,BILLETE,Colombia,1 PESO,1923 JUL 20,"Folder: 016/Pos: 008 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,8265065,1,
NBI0046,PAPEL,BILLETE,Colombia,1 PESO,1923 JUL 20,"Folder: 016/Pos: 009 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,11956896,1,
NBI0047,PAPEL,BILLETE,Colombia,1 PESO,1926 ENE 1,"Folder: 016/Pos: 010 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,1635059,1,
NBI0048,PAPEL,BILLETE,Colombia,1 PESO,1926 ENE 1,"Folder: 016/Pos: 011 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,6919686,1,
NBI0049,PAPEL,BILLETE,Colombia,1 PESO,1929 JUL 20,"Folder: 016/Pos: 012 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,13701612,1,
NBI0050,PAPEL,BILLETE,Colombia,1 PESO,1929 JUL 20,"Folder: 016/Pos: 013 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,15580117,1,
NBI0051,PAPEL,BILLETE,Colombia,1 PESO,1938 AGO 6,"Folder: 016/Pos: 014 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,5850,1,
NBI0052,PAPEL,BILLETE,Colombia,1 PESO,1938 AGO 6,"Folder: 016/Pos: 015 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,13260,1,
NBI0053,PAPEL,BILLETE,Colombia,1 PESO,1938 AGO 6,"Folder: 016/Pos: 016 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,177669,1,
NBI0054,PAPEL,BILLETE,Colombia,1 PESO,1938 AGO 6,"Folder: 016/Pos: 017 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,2206033,1,
NBI0055,PAPEL,BILLETE,Colombia,1 PESO,1940 JUL 20,"Folder: 016/Pos: 018 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,42861469,1,
NBI0056,PAPEL,BILLETE,Colombia,1 PESO,1942 JUL 20,"Folder: 016/Pos: 019 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,47865932,1,
NBI0057,PAPEL,BILLETE,Colombia,1 PESO,1943 JUL 20,"Folder: 016/Pos: 020 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,61373638,1,
NBI0058,PAPEL,BILLETE,Colombia,1 PESO,1944 JUL 20,"Folder: 016/Pos: 021 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,72746482,1,
NBI0059,PAPEL,BILLETE,Colombia,1 PESO,1945 ENE 1,"Folder: 016/Pos: 022 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,92201065,1,
NBI0060,PAPEL,BILLETE,Colombia,1 PESO,1946 JUL 20,"Folder: 016/Pos: 023 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,A403011,1,
NBI0061,PAPEL,BILLETE,Colombia,1 PESO,1946 JUL 20,"Folder: 016/Pos: 024 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,97353468,1,
NBI0062,PAPEL,BILLETE,Colombia,1 PESO,1947 AGO 7,"Folder: 016/Pos: 025 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,A6426812,1,
NBI0063,PAPEL,BILLETE,Colombia,1 PESO,1947 AGO 7,"Folder: 016/Pos: 026 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,B768987,1,
NBI0064,PAPEL,BILLETE,Colombia,1 PESO,1947 AGO 7,"Folder: 016/Pos: 027 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,C2220058,1,
NBI0065,PAPEL,BILLETE,Colombia,1 PESO,1947 AGO 7,"Folder: 016/Pos: 028 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,D7477306,1,
NBI0066,PAPEL,BILLETE,Colombia,1 PESO,1947 AGO 7,"Folder: 016/Pos: 029 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,E4111179,1,
NBI0067,PAPEL,BILLETE,Colombia,1 PESO,1947 AGO 7,"Folder: 016/Pos: 030 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,F040920,1,
NBI0068,PAPEL,BILLETE,Colombia,1 PESO,1950 ENE 1,"Folder: 016/Pos: 031 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,7899212,1,
NBI0069,PAPEL,BILLETE,Colombia,1 PESO,1953 AGO 7,"Folder: 016/Pos: 032 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,47663527,1,
NBI0070,PAPEL,BILLETE,Colombia,1 PESO,1953 AGO 7,"Folder: 016/Pos: 033 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,8863750,1,
NBI0071,PAPEL,BILLETE,Colombia,1 PESO,1953 AGO 7,"Folder: 016/Pos: 034 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,8863740,1,
NBI0072,PAPEL,BILLETE,Colombia,1 PESO,1954 ENE 1,"Folder: 016/Pos: 035 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,32121149,1,
NBI0073,PAPEL,BILLETE,Colombia,1 PESO,1959 OCT 12,"Folder: 016/Pos: 036 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,68840807,1,
NBI0074,PAPEL,BILLETE,Colombia,1 PESO,1961 ENE 2,"Folder: 016/Pos: 037 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,27793201,1,
NBI0075,PAPEL,BILLETE,Colombia,1 PESO,1962 AGO 7,"Folder: 016/Pos: 038 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,77777777,1,
NBI0076,PAPEL,BILLETE,Colombia,1 PESO,1962 AGO 7,"Folder: 016/Pos: 039 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,97197539,1,
NBI0077,PAPEL,BILLETE,Colombia,1 PESO,1963 ENE 2,"Folder: 016/Pos: 040 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,27421484,1,
NBI0078,PAPEL,BILLETE,Colombia,1 PESO,1963 OCT 12,"Folder: 016/Pos: 041 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,75926841,1,
NBI0079,PAPEL,BILLETE,Colombia,1 PESO,1963 OCT 12,"Folder: 016/Pos: 042 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,51153146,1,
NBI0080,PAPEL,BILLETE,Colombia,1 PESO,1964 ENE 2,"Folder: 016/Pos: 043 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,49316996,1,
NBI0081,PAPEL,BILLETE,Colombia,1 PESO,1964 OCT 12,"Folder: 016/Pos: 044 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,1885013,1,
NBI0082,PAPEL,BILLETE,Colombia,1 PESO,1964 OCT 12,"Folder: 016/Pos: 045 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,2263990,1,
NBI0083,PAPEL,BILLETE,Colombia,1 PESO,1966 JUL 20,"Folder: 016/Pos: 046 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,13622,1,
NBI0084,PAPEL,BILLETE,Colombia,1 PESO,1966 JUL 20,"Folder: 016/Pos: 047 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,33155674,1,
NBI0085,PAPEL,BILLETE,Colombia,1 PESO,1967 JUL 20,"Folder: 016/Pos: 048 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,21274132,1,
NBI0086,PAPEL,BILLETE,Colombia,1 PESO,1968 FEB 1,"Folder: 016/Pos: 049 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,88750925,1,
NBI0087,PAPEL,BILLETE,Colombia,1 PESO,1968 FEB 1,"Folder: 016/Pos: 050 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,54573703,1,
NBI0088,PAPEL,BILLETE,Colombia,1 PESO,1968 FEB 1,"Folder: 016/Pos: 051 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,59171451,1,
NBI0089,PAPEL,BILLETE,Colombia,1 PESO,1968 FEB 1,"Folder: 016/Pos: 052 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,58720659,1,
NBI0090,PAPEL,BILLETE,Colombia,1 PESO,1968 FEB 1,"Folder: 016/Pos: 053 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,58354897,1,
NBI0091,PAPEL,BILLETE,Colombia,2000 PESOS,2001 NOV 11,"Folder: 023/Pos: 024 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 023)",BANCO DE LA REPUBLICA,1,1,
NBI0092,PAPEL,BILLETE,Colombia,1 PESO,1969 ENE 2,"Folder: 016/Pos: 054 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,21566071,1,
NBI0093,Papel,BILLETE,Colombia,1 PESO,1969 ENE 2,"Folder: 016/Pos: 055 (Museo de Arte, Reserva numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,,1,1
NBI0094,PAPEL,BILLETE,Colombia,1 PESO,1969 ENE 2,"Folder: 016/Pos: 056 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,44626837,1,
NBI0095,PAPEL,BILLETE,Colombia,1 PESO,1969 ENE 2,"Folder: 016/Pos: 057 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,50530041,1,
NBI0096,PAPEL,BILLETE,Colombia,1 PESO,1969 ENE 2,"Folder: 016/Pos: 058 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,46451424,1,
NBI0097,PAPEL,BILLETE,Colombia,1 PESO,1970 MAY 1,"Folder: 016/Pos: 059 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,42272135,1,
NBI0098,PAPEL,BILLETE,Colombia,1 PESO,1970 MAY 1,"Folder: 016/Pos: 060 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,42272134,1,
NBI0099,PAPEL,BILLETE,Colombia,1 PESO,1970 MAY 1,"Folder: 016/Pos: 061 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,23542574,1,
NBI0100,PAPEL,BILLETE,Colombia,1 PESO,1970 OCT 12,"Folder: 016/Pos: 066 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,26577567,1,
NBI0101,PAPEL,BILLETE,Colombia,1 PESO,1971 AGO 7,"Folder: 016/Pos: 067 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,18378108,1,
NBI0102,PAPEL,BILLETE,Colombia,1 PESO,1971 AGO 7,"Folder: 016/Pos: 068 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,73833291,1,
NBI0103,PAPEL,BILLETE,Colombia,1 PESO,1971 AGO 7,"Folder: 016/Pos: 069 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,135902,1,
NBI0104,PAPEL,BILLETE,Colombia,1 PESO,1972 JUL 20,"Folder: 016/Pos: 070 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,2381027,1,
NBI0105,PAPEL,BILLETE,Colombia,1 PESO,1972 JUL 20,"Folder: 016/Pos: 071 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,2380271,1,
NBI0106,PAPEL,BILLETE,Colombia,1 PESO,1972 JUL 20,"Folder: 016/Pos: 072 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,7662426,1,
NBI0107,PAPEL,BILLETE,Colombia,1 PESO,1972 JUL 20,"Folder: 016/Pos: 075 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,145926,1,
NBI0108,PAPEL,BILLETE,Colombia,1 PESO,1973 AGO 7,"Folder: 016/Pos: 076 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,55028901,1,
NBI0109,PAPEL,BILLETE,Colombia,1 PESO,1973 AGO 7,"Folder: 016/Pos: 078 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,58050121,1,
NBI0110,PAPEL,BILLETE,Colombia,1 PESO,1973 AGO 7,"Folder: 016/Pos: 079 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,58050120,1,
NBI0111,PAPEL,BILLETE,Colombia,1 PESO,1973 AGO 7,"Folder: 016/Pos: 077 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,168699,1,
NBI0112,PAPEL,BILLETE,Colombia,1 PESO,1974 AGO 7,"Folder: 016/Pos: 080 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,123833,1,
NBI0113,PAPEL,BILLETE,Colombia,1 PESO,1974 AGO 7,"Folder: 016/Pos: 081 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,17043912,1,
NBI0114,PAPEL,BILLETE,Colombia,1 PESO,1977 ENE 1,"Folder: 016/Pos: 082 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,50190151,1,
NBI0115,PAPEL,BILLETE,Colombia,2 PESOS,1923 JUL 20,"Folder: 016/Pos: 083 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,349181,1,
NBI0116,PAPEL,BILLETE,Colombia,2 PESOS,1923 JUL 20,"Folder: 016/Pos: 084 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,1340443,1,
NBI0117,PAPEL,BILLETE,Colombia,2 PESOS,1926 ENE 1,"Folder: 016/Pos: 085 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,721682,1,
NBI0118,PAPEL,BILLETE,Colombia,2 PESOS,1942 JUL 20,"Folder: 016/Pos: 086 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,3265234,1,
NBI0119,PAPEL,BILLETE,Colombia,2 PESOS,1943 JUL 20,"Folder: 016/Pos: 087 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,9589951,1,
NBI0120,PAPEL,BILLETE,Colombia,2 PESOS,1944 JUL 20,"Folder: 016/Pos: 088 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,12127809,1,
NBI0121,PAPEL,BILLETE,Colombia,2 PESOS,1945 ENE 1,"Folder: 016/Pos: 089 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,18862800,1,
NBI0122,PAPEL,BILLETE,Colombia,2 PESOS,1947 AGO 7,"Folder: 016/Pos: 090 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,24062341,1,
NBI0123,PAPEL,BILLETE,Colombia,2 PESOS,1950 ENE 1,"Folder: 016/Pos: 091 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,2846827,1,
NBI0124,PAPEL,BILLETE,Colombia,2 PESOS,1955 ENE 1,"Folder: 016/Pos: 092 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,42424248,1,
NBI0125,PAPEL,BILLETE,Colombia,2 PESOS,1972 ENE 1,"Folder: 016/Pos: 093 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 016)",BANCO DE LA REPUBLICA,6993068,1,
